,p_max,p_min,p_avg,p_std,p_var,p_mid,vx_max,vx_min,vx_avg,vx_std,vx_var,vx_mid,vy_max,vy_min,vy_avg,vy_std,vy_var,vy_mid
0_133,0.95669144,-0.9127133,-0.109098904,0.2848838,0.08115877,0.022431158,118.52589,0.0,88.01286,20.546385,422.15396,88.405304,79.52509,-25.424301,2.7319143,10.000156,100.00313,2.2845058
0_134,0.921659,-1.1493186,-0.13014336,0.34040648,0.11587657,-0.005143032,131.52644,0.0,87.89339,22.223099,493.86615,89.02359,64.238365,-30.561687,2.5339496,12.502298,156.30746,1.3426958
0_135,0.9973023,-1.491224,-0.14282958,0.39921832,0.15937527,-0.0044979514,142.90192,0.0,86.85478,25.286024,639.383,88.354706,66.19884,-30.656532,2.8483868,14.540863,211.4367,1.4668818
0_136,0.98332566,-1.327553,-0.13276461,0.3410932,0.116344586,-0.029462881,137.3165,0.0,88.102295,22.441254,503.60983,89.02455,69.40938,-33.510296,2.6916065,12.9612055,167.99284,1.8316159
0_137,0.98645115,-1.2062542,-0.12788424,0.30820823,0.09499232,0.012499529,128.16295,-4.5335994,88.01862,22.749071,517.5202,88.672035,83.51814,-40.853035,2.927667,11.417827,130.36678,2.650697
0_138,0.98859197,-1.3569088,-0.11996829,0.34451,0.11868712,-0.039573643,136.71979,0.0,88.07985,21.676737,469.8809,88.75765,81.82403,-26.882622,2.2404082,12.497976,156.1994,1.214365
0_139,0.9977418,-1.2605097,-0.13236402,0.35111725,0.123283334,0.007560518,135.4211,0.0,87.25585,23.954515,573.81885,89.24983,72.26441,-40.539898,2.2837286,13.394498,179.41258,2.0405052
0_140,0.9938612,-1.3221439,-0.14470887,0.39100704,0.1528865,0.023424244,138.35811,0.0,87.228386,25.206856,635.38556,88.055244,69.654274,-35.257122,3.18817,14.214911,202.06372,2.6941328
0_141,1.0049655,-1.4454004,-0.12726566,0.351101,0.12327192,0.00168974,140.95662,0.0,86.78025,23.93448,572.8594,89.46771,74.207726,-43.050728,2.4447882,13.204269,174.35274,1.2978193
0_142,0.9880032,-1.252344,-0.15511206,0.38322195,0.14685906,0.0020703187,135.99376,0.0,87.22136,25.987951,675.37366,89.24469,70.77945,-37.851547,3.1004827,14.561196,212.02843,2.9791923
0_143,1.0041096,-1.5395948,-0.13001932,0.36041525,0.12989916,0.0059629055,143.80574,0.0,86.73103,24.18481,584.905,88.860306,73.24947,-40.04007,2.550958,13.436822,180.54819,2.0942366
0_144,0.9924192,-1.149496,-0.12835202,0.32987258,0.10881591,-0.018987276,131.52243,0.0,87.29455,22.879732,523.4821,89.379776,65.694466,-37.35044,2.6391177,12.585357,158.3912,1.8439164
0_145,0.9561984,-1.0809109,-0.13000968,0.3446668,0.1187952,0.05936717,130.6881,0.0,88.4724,21.935625,481.17163,87.948555,72.84189,-29.917637,2.5752451,12.463519,155.33931,1.7968847
0_146,0.9769961,-1.4223831,-0.11297226,0.31511083,0.099294834,-0.035227705,135.85948,0.0,87.695885,21.540499,463.9931,88.92764,86.8491,-28.662209,2.5164723,11.507389,132.42001,1.6859064
0_147,1.0027419,-1.2773035,-0.12752394,0.3775255,0.14252551,0.03923326,136.08234,0.0,87.161705,23.614956,557.66614,88.383804,74.20037,-37.684265,2.458075,13.659193,186.57355,1.5115861
0_148,0.98887724,-0.94466215,-0.12132949,0.30799708,0.09486221,-0.050033297,125.01569,0.0,87.21628,22.222416,493.83575,89.28882,77.5388,-36.162132,2.8494718,11.788459,138.96776,2.0711832
0_149,0.98593897,-1.1536396,-0.1319024,0.3560344,0.12676048,0.02903982,131.40976,0.0,87.49512,22.985853,528.3495,88.45901,61.236897,-32.592743,2.492581,12.921445,166.96373,1.2941599
0_150,0.99656135,-0.99552923,-0.13037314,0.3094901,0.095784135,0.020352252,127.85156,0.0,87.79907,23.418327,548.4181,89.53023,76.90581,-38.676983,2.9879248,11.811814,139.51895,2.6790795
0_151,0.9782786,-1.2819021,-0.13354814,0.35480297,0.12588514,0.015043609,135.68362,0.0,86.918816,23.867977,569.6803,89.215164,63.931263,-40.26377,2.6386387,13.374442,178.8757,2.0492644
0_152,0.95610803,-1.0128603,-0.1055483,0.29285166,0.0857621,0.041261062,124.23005,0.0,87.23078,21.206594,449.71964,88.86771,77.545845,-34.72449,2.3550854,10.487607,109.98989,2.1768804
0_153,1.0003511,-1.0779709,-0.12862179,0.34041357,0.1158814,0.003838412,129.14203,0.0,86.48428,24.362772,593.5446,88.72466,73.89423,-40.57523,2.9299839,12.648602,159.98712,1.9190235
0_154,0.9641056,-0.9915082,-0.11707538,0.30522028,0.09315942,0.025435608,124.976105,0.0,85.97932,21.90114,479.65997,89.32597,57.304615,-45.70427,2.048411,11.6508045,135.74126,1.6034359
0_155,0.99154246,-0.89550817,-0.12539996,0.28219897,0.07963626,0.0065993303,120.98776,0.0,87.78213,21.757862,473.40457,89.899345,77.95227,-38.743103,2.9800034,10.86544,118.0578,3.132686
0_156,0.9426852,-1.1737497,-0.13838641,0.3559408,0.12669384,0.034775443,132.0725,0.0,87.55696,23.833656,568.04315,89.478836,67.89378,-29.534294,2.8529322,13.027703,169.72105,2.1938086
0_157,0.969332,-1.2997916,-0.15582214,0.39152998,0.15329573,0.002031099,137.62157,-0.43049145,87.42397,25.985064,675.2235,88.63592,65.508194,-29.699131,3.3052208,14.501141,210.28307,2.6953287
0_158,0.9608211,-1.133839,-0.13308977,0.36285546,0.1316641,0.006413849,131.66583,0.0,87.5332,23.785814,565.76495,88.37131,67.31408,-28.669027,2.78863,13.367085,178.67899,2.3131433
0_159,0.98824066,-1.1077675,-0.12460705,0.30618656,0.09375021,0.010554311,130.21893,0.0,87.92559,21.53797,463.8841,90.06353,65.41353,-33.832428,2.5590062,11.712503,137.18274,2.2372243
0_160,0.99815005,-1.3747715,-0.15865111,0.38848412,0.15091991,-0.01953027,139.5602,-1.5006762,86.61873,26.845581,720.6852,89.16935,71.31967,-43.108273,3.365988,14.901617,222.05818,2.7716875
0_161,0.98616517,-0.77243114,-0.1390087,0.28696036,0.082346246,-0.05887434,119.634796,0.0,88.40979,22.256222,495.33942,91.33243,71.378555,-31.058477,2.8877125,11.741441,137.86143,3.3866868
0_162,0.9870923,-1.4786075,-0.1593172,0.41393742,0.17134419,0.03436184,142.84529,-1.9430592,86.460434,27.40844,751.2226,88.07275,64.55098,-42.033894,3.5179138,15.293931,233.90431,2.6311378
0_163,0.99827766,-1.0666604,-0.13404843,0.35182568,0.123781316,0.0118950475,127.81901,0.0,86.45519,25.142883,632.16455,89.37238,74.96076,-54.141304,2.233541,13.25662,175.73799,2.135376
0_164,0.9938535,-1.2399795,-0.1342063,0.33294988,0.11085562,0.011332792,134.35588,0.0,87.01276,23.605366,557.2133,90.23498,64.14954,-42.376858,2.4099658,12.837289,164.79599,1.9727466
0_165,0.9917943,-1.0953913,-0.13426058,0.3479048,0.12103775,0.0016898343,126.82315,0.0,87.43274,23.9164,571.99426,88.32234,81.37683,-36.387203,2.753312,13.106298,171.77505,2.0483692
0_166,1.002596,-1.1084532,-0.12823021,0.31508794,0.09928042,0.006249423,126.80064,0.0,87.65356,23.038168,530.75714,89.32178,79.86567,-39.157192,2.4979222,12.024753,144.59467,2.0176554
0_167,0.99312514,-1.2161691,-0.13649683,0.37024653,0.1370825,0.047688495,135.20032,0.0,88.28373,22.959352,527.13184,87.947334,68.83763,-31.14815,2.4614685,13.431402,180.40257,1.5130378
0_168,0.9846922,-1.442794,-0.15217282,0.3959851,0.1568042,-0.042234436,140.07434,0.0,85.299355,27.305437,745.5869,88.86948,69.91564,-33.512016,2.8690042,14.663087,215.0061,1.4552841
0_169,1.002274,-1.4452116,-0.13715404,0.38501978,0.14824022,0.045972582,140.53099,0.0,86.07508,26.21301,687.1219,88.034744,76.07704,-43.562775,2.771156,14.056768,197.59274,1.9560001
0_170,0.9695521,-0.98058736,-0.13860309,0.31992218,0.1023502,-0.048298225,124.74582,0.0,86.97006,22.827095,521.0763,90.47481,64.698746,-33.94389,2.3563774,12.517397,156.68523,2.4175873
0_171,0.99605995,-1.4131675,-0.13290943,0.38130704,0.14539506,0.038729813,140.57266,0.0,87.13267,24.026636,577.27924,88.34568,65.90539,-34.07245,2.5664341,13.895101,193.07382,2.3464012
0_172,0.97925854,-0.9290799,-0.13291228,0.30943412,0.095749475,-0.026214305,124.44595,0.0,88.14073,22.24204,494.70837,90.131805,74.043335,-27.988823,2.878823,11.8343525,140.0519,3.045363
0_173,1.0003868,-1.1369182,-0.12920833,0.33509767,0.11229046,-0.0189842,130.22395,0.0,86.19678,24.907646,620.39087,89.86975,64.07715,-55.605034,1.8122492,13.095256,171.48572,1.0604671
0_174,0.99214995,-0.846916,-0.11724363,0.2906122,0.08445545,0.0072720423,122.22695,0.0,87.66402,21.513891,462.84753,89.56687,72.79517,-37.09055,2.4896452,11.116245,123.57091,2.5233912
0_175,0.9718905,-1.0330704,-0.13582198,0.3532012,0.1247511,-0.0132276835,129.2054,0.0,87.88645,23.33843,544.6823,88.98847,82.49989,-30.233843,2.8284054,12.912106,166.72247,2.3407307
0_176,0.9823282,-1.1629306,-0.13931271,0.35620457,0.1268817,-0.0360331,132.05609,0.0,86.94251,24.418625,596.2693,89.06781,69.35723,-34.571304,3.0469425,13.519425,182.77486,2.2700047
0_177,0.9905209,-1.0138848,-0.11842897,0.31382278,0.09848474,-0.018553488,122.84946,0.0,86.55338,23.183847,537.4908,89.13512,80.73018,-35.154114,2.7908394,11.609887,134.78947,2.6870296
0_178,0.9863146,-0.88617563,-0.13309737,0.31544504,0.099505566,0.024661051,122.98428,0.0,87.46446,23.42529,548.7442,89.988754,72.75705,-33.824688,2.7171605,11.875749,141.03342,2.2834795
0_179,1.0066692,-1.3275806,-0.13071838,0.34064445,0.11603865,-0.012810007,133.9214,0.0,87.79034,22.843374,521.81976,89.19514,81.91745,-38.48887,2.2691908,13.040891,170.06482,2.0825205
0_180,0.9965354,-1.4120419,-0.14198036,0.38187408,0.14582781,0.02668813,139.2047,-2.0870407,84.22773,27.791616,772.3739,88.80266,74.51311,-45.319073,2.8912823,13.942809,194.40192,1.9534677
0_181,0.9870476,-0.8804204,-0.12445061,0.2999936,0.08999616,0.021339718,122.57655,0.0,88.54806,20.812983,433.18027,89.69536,73.62338,-37.73526,2.7218902,11.379675,129.497,2.887504
0_182,1.0047996,-1.5245714,-0.108478904,0.35906184,0.12892541,0.019199701,141.72748,0.0,87.238205,22.048084,486.11798,87.49274,81.473175,-41.4144,1.9947772,12.717444,161.73338,1.1939088
0_183,0.99113965,-1.0166701,-0.13590643,0.33596215,0.11287056,-0.0010394498,126.35553,0.0,87.83812,23.620071,557.9078,88.43792,75.04157,-32.799698,3.0423844,12.669502,160.51628,2.6537914
0_184,1.000979,-1.1306093,-0.12984818,0.33086386,0.10947089,-0.008274346,131.17215,0.0,88.22622,22.06751,486.975,88.47586,77.66591,-37.94224,2.767785,12.50698,156.42455,2.3491368
0_185,0.9730966,-0.92232865,-0.11393637,0.2720279,0.07399919,0.017493512,122.22979,0.0,88.42231,20.595676,424.18192,89.35495,80.57958,-37.5203,2.722821,10.406203,108.28907,3.1034455
0_186,0.99286556,-1.556974,-0.123856924,0.3610963,0.13039054,-0.010619664,144.09506,0.0,87.35707,22.69003,514.8374,88.82543,71.583626,-35.40091,2.2504683,13.320117,177.4255,1.2328781
0_187,0.99405587,-1.5025955,-0.14248341,0.38952765,0.15173179,-0.018574564,143.27545,0.0,87.176445,24.597198,605.0222,88.800766,66.14722,-31.615063,2.7538354,14.502452,210.32112,2.0175328
0_188,0.9828615,-1.0720015,-0.12644504,0.3238217,0.10486049,0.019879837,129.64288,0.0,88.220695,22.061962,486.7302,88.52251,65.9135,-32.57379,2.7058423,12.194016,148.69403,2.2332568
0_189,0.99590605,-1.3721938,-0.1192756,0.31401914,0.09860803,0.02339708,134.12372,0.0,88.28121,21.419191,458.7818,88.77794,85.486786,-40.175034,2.320306,11.675258,136.31165,1.8974462
0_190,0.9897232,-0.99141157,-0.12371921,0.3565958,0.12716058,0.048040092,125.93004,0.0,87.13352,23.985434,575.301,87.39036,78.17608,-37.876152,2.74577,12.618627,159.22974,1.7605909
0_191,0.9904495,-0.99084556,-0.114892416,0.32710207,0.10699576,0.00261225,126.12315,0.0,87.76128,21.87941,478.70856,88.05989,78.07291,-33.94451,2.7057798,11.853979,140.51682,2.0505776
0_192,0.9772718,-0.89574564,-0.11873354,0.29594702,0.08758463,-0.013264119,117.37599,-0.17499435,87.94493,21.4707,460.99097,88.73503,81.820366,-29.411667,3.0353603,10.665859,113.760544,2.9608903
0_193,0.9966879,-0.83636713,-0.11841205,0.2876175,0.08272383,-0.03422793,120.79807,0.0,87.18133,22.145176,490.40878,89.702736,77.247475,-34.953186,2.7199824,11.249921,126.560715,2.200647
0_194,0.9871445,-0.80509704,-0.113458425,0.29927325,0.08956448,0.007232694,118.407906,0.0,87.36247,20.443565,417.9394,89.53735,68.840096,-32.2711,2.0076952,10.918552,119.21479,2.2277465
0_195,0.99943215,-1.0997345,-0.15431072,0.36893877,0.13611582,-0.006363639,131.02647,-0.10614565,87.71927,25.400784,645.19977,89.65292,75.55875,-36.04536,3.176124,14.0744295,198.08955,3.08359
0_196,0.99028176,-1.3963399,-0.1528379,0.37328917,0.1393448,-0.027283575,138.93556,-6.1231613,84.95483,28.176178,793.897,89.91593,64.76313,-39.86701,2.9149945,14.237093,202.69481,2.4837573
0_197,1.0010206,-1.5780653,-0.15327227,0.41684452,0.17375936,0.040725883,145.49591,-0.22591007,85.5239,28.040295,786.2581,88.30245,72.655975,-44.693684,3.1364145,15.180988,230.46242,1.9242805
0_198,0.98901445,-1.2624767,-0.14674026,0.34486368,0.11893095,-0.048422698,133.8105,0.0,86.9204,24.772144,613.6592,90.27064,72.561386,-34.0338,2.4443345,13.413338,179.91763,2.2828197
0_199,0.9942995,-1.324837,-0.15937012,0.3829653,0.14666241,-0.016575161,138.27197,-1.2306899,86.87725,26.90823,724.0528,89.408356,67.18397,-40.60625,3.4785113,14.702524,216.16423,2.9026418
0_200,0.99307007,-1.2314347,-0.11983079,0.3537054,0.12510751,0.045507982,133.26465,0.0,87.76785,22.13218,489.83334,88.00997,78.43855,-45.10019,2.3146977,12.964536,168.07918,2.2766995
0_201,0.9906508,-1.2642928,-0.13694546,0.36256105,0.13145052,0.029196203,135.02238,0.0,86.22332,24.73808,611.9726,89.89108,67.682526,-39.21434,2.5802698,13.445282,180.77562,1.6223174
0_202,1.0073003,-1.0155507,-0.12987399,0.26372677,0.0695518,-0.063883245,125.27491,0.0,86.872025,23.030815,530.41846,92.55072,63.442287,-60.085854,0.7721634,12.070637,145.70027,1.3925356
0_203,0.97703004,-1.1488086,-0.14270543,0.35321882,0.12476353,-0.04697211,131.50658,0.0,87.41133,23.991697,575.60156,89.63558,76.06713,-33.605583,3.0821688,13.384645,179.14874,2.7791636
0_204,1.0042713,-1.3365196,-0.14378078,0.35914207,0.12898302,-0.0133003155,137.21042,0.0,86.86327,25.277832,638.96875,89.13626,75.400444,-43.282356,2.9526775,13.920278,193.77412,2.5252388
0_205,0.9821457,-1.3352525,-0.15394287,0.40162784,0.16130492,0.03795442,138.99432,0.0,87.25294,25.821196,666.73413,88.23274,70.75374,-38.39473,3.077892,14.783185,218.54256,2.8284092
0_206,0.99605334,-1.1876812,-0.1371883,0.33497098,0.11220555,-0.036497083,133.28961,0.0,88.06843,22.846415,521.9586,89.40145,75.421364,-34.259396,2.6855185,12.991514,168.77943,2.5329528
0_207,0.99149597,-1.2313151,-0.12122551,0.33767802,0.114026435,0.052678376,129.00087,0.0,87.701965,22.582663,509.97665,87.70678,84.09944,-39.171726,2.5468497,12.036503,144.87741,2.3760755
0_208,1.0045295,-1.28739,-0.14436746,0.34774837,0.120928936,-0.0202966,135.08578,0.0,86.4687,26.184322,685.6187,89.82831,75.85659,-37.773182,2.9805849,13.533739,183.1621,2.640955
0_209,0.9999678,-1.0749029,-0.12904103,0.30699757,0.09424751,-0.016176648,124.045586,0.0,87.00328,23.359674,545.6744,89.723404,79.87842,-35.946983,2.5984385,11.858144,140.61559,2.466916
0_210,1.0080163,-1.3280935,-0.14856261,0.36620596,0.1341068,0.0015272571,135.71411,-3.825598,86.64528,26.201923,686.5408,89.36503,78.95252,-42.274525,3.205332,13.898494,193.16812,2.8061733
0_211,1.002623,-1.2729372,-0.14014088,0.3342077,0.1116948,-0.03130339,132.11865,0.0,87.00884,24.743277,612.22974,89.79251,81.64573,-42.464157,2.9585152,13.031048,169.80821,2.558243
0_212,0.9884045,-1.289206,-0.1462061,0.36220735,0.13119416,-0.025482174,136.51581,0.0,87.5435,24.563354,603.3584,89.1328,71.767654,-40.75918,3.008814,13.924624,193.89517,2.455244
0_213,0.9967327,-1.3744378,-0.12225283,0.35909656,0.12895033,0.031308606,138.96794,0.0,87.27002,23.094954,533.3769,87.97425,67.643295,-33.786457,2.457238,13.174341,173.56328,1.6639504
0_214,0.99979633,-0.9068906,-0.12964556,0.28906816,0.08356041,-0.040853124,118.10181,0.0,85.93499,22.908337,524.79193,90.492386,74.799515,-44.117058,2.1843128,11.618552,134.99075,2.248915
0_215,1.0049689,-1.2901794,-0.14892949,0.39436117,0.15552072,0.03662437,137.51875,-4.2617126,85.29311,28.553658,815.31134,87.818306,75.19909,-44.373432,3.517016,14.410209,207.65411,2.2591476
0_216,0.9923349,-1.329941,-0.15828456,0.40159312,0.16127703,0.029226739,138.94127,-7.14403,85.78441,28.624533,819.36383,88.17499,72.69408,-38.51692,3.7259529,14.743808,217.37987,2.581216
0_217,0.9941584,-1.4456452,-0.14865743,0.3939659,0.15520914,0.026043182,141.73972,0.0,86.608665,26.350653,694.35693,88.374565,62.96452,-41.372314,3.1261241,14.83608,220.10925,2.7363021
0_218,0.9981925,-0.8996299,-0.12891608,0.31736287,0.1007192,-0.023602823,123.765656,0.0,87.33134,22.770767,518.5078,89.65302,75.744965,-39.15741,2.6267653,12.276786,150.71947,2.1783993
0_219,0.9940548,-1.0879707,-0.14568585,0.3600537,0.12963866,-0.028492346,131.12842,0.0,88.113205,23.812248,567.02313,89.05304,75.28461,-30.330606,3.0952902,13.436281,180.53366,2.586228
0_220,0.97773117,-0.7975017,-0.10727716,0.28484008,0.081133865,0.025775408,120.26051,0.0,88.07353,20.133984,405.3773,89.11879,75.04899,-35.277386,2.4593585,10.453307,109.27163,2.1616278
0_221,1.007087,-1.0938896,-0.13835216,0.35162818,0.123642385,-0.017766017,129.77924,0.0,86.83262,24.638222,607.042,89.235794,74.88381,-46.93674,2.210367,13.857205,192.02214,1.266402
0_222,1.0061423,-1.1729566,-0.1430033,0.33249006,0.11054963,-0.004568548,129.64783,0.0,88.1413,23.566149,555.3634,90.04611,78.75491,-41.314053,2.5479126,12.879179,165.87326,2.1664002
0_223,0.99379843,-1.2871904,-0.14047764,0.3673585,0.13495226,-0.009154046,135.52145,0.0,87.35792,23.614628,557.65063,89.16728,69.87957,-30.816328,2.4681752,13.624832,185.63606,1.9590573
0_224,0.9711887,-0.8832138,-0.12221369,0.34512547,0.1191116,0.044316188,122.44551,0.0,87.071,23.28216,542.05896,87.925545,73.760086,-31.202797,2.6989315,12.096763,146.33167,2.4118676
0_225,0.9983363,-1.3967952,-0.12651122,0.31625444,0.10001687,0.016090494,133.79669,0.0,86.07909,23.58003,556.0178,89.38771,84.8489,-44.39557,2.679247,11.706263,137.03659,2.6237583
0_226,0.9898897,-1.3952451,-0.14922868,0.37290338,0.13905694,-0.019758726,139.8353,0.0,86.84466,26.105246,681.4839,89.56652,68.4648,-39.44981,2.853744,14.426192,208.11504,2.3495102
0_227,0.9937106,-1.6272304,-0.1394881,0.37375554,0.1396932,-0.033971317,144.56398,0.0,85.35179,25.495125,650.00134,88.71655,78.78312,-35.15682,2.67932,13.7454195,188.93655,1.5775967
0_228,1.0027523,-1.5451709,-0.13615575,0.41587728,0.1729539,0.050245482,144.59334,0.0,86.94962,24.797174,614.8999,87.21798,69.021355,-38.01948,2.4715872,14.829949,219.9274,2.1081376
0_229,0.999104,-1.0316122,-0.13841678,0.3414025,0.11655567,-0.018069385,127.98431,0.0,87.32927,23.447384,549.77985,89.03599,77.15073,-38.58744,2.6418538,13.026926,169.70079,1.9810549
0_230,0.99099153,-1.2181327,-0.13579313,0.31028405,0.09627619,-0.03817986,130.16888,0.0,88.16063,22.848068,522.03424,90.08281,82.21989,-34.761974,2.8427246,12.121904,146.94057,2.9243507
0_231,0.99301225,-1.1878628,-0.13372014,0.35385677,0.1252146,-0.008994059,132.99338,0.0,87.87958,22.77304,518.6114,88.937614,70.054825,-30.252563,3.2633648,13.441528,180.67468,2.7540965
0_232,1.008576,-1.0208213,-0.11365091,0.2773168,0.07690462,-0.018352166,123.936104,0.0,86.96734,22.354305,499.71497,90.57653,69.50947,-53.253487,1.6954244,11.205459,125.56231,1.0065212
0_233,0.9779179,-0.9396641,-0.11688042,0.32235634,0.103913605,0.059101027,124.730354,0.0,87.772804,21.562714,464.95065,88.31822,72.83337,-30.72124,2.4155605,11.448083,131.05861,1.7161219
0_234,0.9881202,-1.4977168,-0.14779678,0.3869378,0.14972086,0.006727325,143.06111,0.0,85.56315,27.70437,767.53217,88.62741,69.788795,-34.35573,3.264101,14.617519,213.67188,2.7705796
0_235,0.9966189,-1.2362118,-0.14201616,0.40237468,0.1619054,0.06370928,134.30547,0.0,87.40732,24.994846,624.7424,87.50161,78.31759,-35.75535,2.4220214,14.282503,203.98988,1.4686022
0_236,0.98342556,-0.8253818,-0.10003397,0.25670817,0.06589909,-0.01934342,119.19189,0.0,87.68523,19.933609,397.3488,89.5345,77.04669,-32.95585,2.4968302,9.658844,93.29327,2.0926485
0_237,0.98866224,-1.5775901,-0.12759192,0.32035574,0.1026278,-0.017270917,139.23914,-0.14359505,87.43425,23.26582,541.2984,89.24601,89.10926,-36.78408,2.9427586,11.939477,142.55112,2.5968885
0_238,1.00582,-1.4100298,-0.140762,0.3695045,0.13653359,0.04365661,138.86646,-2.1910496,84.844955,26.901527,723.69214,89.494064,70.31895,-45.240753,2.5515828,13.622652,185.57664,1.5210049
0_239,0.9943029,-1.331843,-0.14329945,0.3653391,0.13347267,-0.007014916,136.10103,-0.36201915,87.143585,24.835814,616.8176,89.53514,74.10769,-36.12146,2.7876449,13.682722,187.21687,1.5114641
0_240,0.978467,-1.1469135,-0.13254328,0.34961933,0.12223367,0.034663968,132.71458,0.0,88.207985,22.49936,506.2212,88.50847,71.471725,-34.76911,2.679427,12.857983,165.32773,2.167108
0_241,0.97872937,-1.4512751,-0.13359022,0.35536757,0.1262861,0.009429714,140.77933,0.0,87.015686,24.198309,585.55817,89.09044,74.19595,-32.546715,2.6019695,13.322504,177.4891,2.4695263
0_242,1.003549,-1.167248,-0.14101867,0.33454958,0.11192343,-0.017961323,128.57683,-4.2732625,85.54516,26.489958,701.71783,89.18346,78.534904,-37.296703,2.9965942,12.555484,157.64017,2.4887617
0_243,0.99639845,-1.3958567,-0.13587072,0.3579697,0.1281423,0.024828926,132.8777,0.0,88.2774,22.978395,528.00665,88.0062,88.0324,-31.291012,2.6014798,12.880905,165.91772,2.706184
