,p_max,p_min,p_avg,p_std,p_var,p_mid,vx_max,vx_min,vx_avg,vx_std,vx_var,vx_mid,vy_max,vy_min,vy_avg,vy_std,vy_var,vy_mid
0_0,0.9899008,-1.2528658,-0.18111843,0.3870443,0.1498033,-0.05198196134.40453,0.0,91.287285,22.075851,487.34323,88.71490578.16926,-33.951138,5.3235254,13.694832,187.54843,3.5361433
0_1,0.97822994,-1.0414842,-0.21849822,0.3933437,0.15471925,0.02382806128.33592,0.0,93.09508,21.732536,472.30313,89.783569.90894,-39.984764,5.5973186,14.395309,207.22495,2.5904043
0_2,0.99867105,-1.3294433,-0.18463503,0.37217575,0.13851479,0.04439308134.80135,0.0,91.83735,21.272682,452.527,88.83246681.95983,-32.320213,4.851597,13.085606,171.23308,2.5328264
0_3,1.0045053,-1.5051509,-0.23212604,0.40118557,0.16094987,-0.1320969141.2387,0.0,92.51336,23.045479,531.0941,94.2985580.819016,-41.182716,4.378156,16.227785,263.341,3.0467834
0_4,0.9862698,-0.86783737,-0.18061107,0.34620443,0.1198575,-0.050732624121.73338,0.0,91.84211,20.388021,415.67145,90.64632475.4104,-28.741835,5.7496223,11.972544,143.34181,4.2196302
0_5,0.9488105,-1.0598274,-0.20590563,0.3650385,0.13325313,-0.06880536128.80476,0.0,92.80643,21.107956,445.54584,91.8702473.196014,-26.933056,5.343979,13.349212,178.20145,3.5774624
0_6,1.0018276,-1.1829547,-0.23243766,0.42008626,0.17647247,0.005419986133.97073,0.0,93.15594,22.698816,515.23627,90.22256576.08893,-38.688778,5.22882,15.48588,239.81247,2.4928765
0_7,0.99570507,-1.3502159,-0.20326482,0.3944399,0.15558283,-0.003197448135.89195,0.0,92.22814,22.033606,485.47977,89.2850478.62539,-38.981293,5.0439324,14.394154,207.19167,2.9605494
0_8,0.9553703,-1.0248688,-0.19243784,0.35406175,0.12535973,-0.065857016123.98432,0.0,92.187805,20.676489,427.51718,91.3325379.333916,-28.358288,5.3641114,12.711866,161.59154,4.2614055
0_9,0.98960745,-1.2107751,-0.20872529,0.38584968,0.14887999,-0.034117557128.41025,0.0,92.69631,21.911577,480.1172,90.83163583.56926,-34.395603,5.513821,13.686919,187.33176,3.985722
0_10,0.9971881,-1.1525838,-0.24090548,0.41761282,0.17440046,-0.037743557133.01376,0.0,93.735985,22.481876,505.43475,91.5084477.94028,-31.978916,6.7086906,14.872191,221.18208,4.5204997
0_11,0.9763006,-1.1003864,-0.20443998,0.3915204,0.15328823,-0.07890075129.06992,0.0,92.3018,22.054243,486.38968,90.0252674.59896,-35.271217,5.527729,14.178025,201.0164,3.6716204
0_12,0.9907156,-1.2565078,-0.22795618,0.40969202,0.16784754,-0.045798555136.26978,0.0,92.84453,22.68369,514.54974,89.9758365.988335,-43.392246,5.279785,15.736806,247.64705,3.1400876
0_13,1.0084662,-1.4446449,-0.23112316,0.45052046,0.20296867,-0.005546769140.86539,0.0,91.81701,24.621758,606.23096,89.7839374.746506,-47.35252,5.3703165,17.105473,292.5972,3.083263
0_14,0.99841875,-1.4680963,-0.19080494,0.4079138,0.16639368,0.012884016140.24577,0.0,90.42123,23.095003,533.3792,90.04198576.11321,-39.278896,4.239211,14.946395,223.39471,2.3342657
0_15,0.9983013,-1.4173616,-0.19044049,0.3762902,0.1415943,0.023383211134.5469,0.0,92.15239,21.316774,454.40485,89.0099486.217964,-32.614666,5.505371,12.697193,161.21872,3.7288797
0_16,0.97535914,-0.9311818,-0.19363168,0.36272797,0.13157159,0.03122452124.82379,0.0,92.458595,20.477982,419.34772,90.3226365.807686,-32.871017,5.0677986,12.960277,167.96877,3.1073265
0_17,0.9947162,-1.4852875,-0.24411818,0.46042457,0.21199079,-0.044393204142.9141,0.0,93.00274,23.707178,562.0303,89.8876558.882545,-37.388966,6.2334723,16.935614,286.815,3.7068315
0_18,0.99730074,-1.3871341,-0.16315654,0.34544876,0.119334854,-0.02164026134.26451,0.0,91.1767,20.776033,431.64355,87.9955287.06952,-38.594627,5.268051,11.876951,141.06197,3.1077168
0_19,0.94349116,-1.1843209,-0.22203863,0.40037227,0.16029795,-0.057841904132.63132,0.0,93.04495,21.52197,463.19525,91.5467958.966938,-29.29396,5.8431168,14.798056,218.98244,3.7752082
0_20,0.9431896,-1.2613258,-0.23523563,0.41309255,0.17064545,-0.053504802135.67984,0.0,93.47127,22.128536,489.67215,91.8590464.78132,-25.16695,5.424604,15.344356,235.44923,3.5183797
0_21,0.97815543,-0.9787469,-0.18864308,0.33137333,0.10980829,-0.045440193124.47467,0.0,92.38038,20.026937,401.07822,91.9835573.74381,-31.434729,4.9071136,12.350667,152.53897,3.526854
0_22,0.99692714,-1.0390334,-0.21874562,0.39505056,0.15606494,0.015666855129.66412,0.0,92.913185,22.111477,488.91745,89.6726975.29596,-41.021782,5.472093,14.490404,209.97182,3.0321302
0_23,0.9810918,-1.0858144,-0.19148225,0.34506994,0.119073264,-0.06466174129.29271,0.0,92.085884,20.668598,427.19095,92.4102367.37207,-33.37175,4.5159683,13.29727,176.81738,3.46426
0_24,0.9987214,-1.2885393,-0.21122047,0.42929703,0.18429595,0.017767489136.71829,0.0,92.13318,23.07319,532.37213,87.9470977.086914,-32.227573,4.7696795,15.361941,235.98923,3.0883338
0_25,0.9899473,-1.0358081,-0.21874017,0.35406795,0.12536412,-0.08268238123.878296,0.0,93.36608,21.11849,445.9906,92.69272680.13323,-35.32238,5.605039,13.521351,182.82693,4.0980635
0_26,0.9868705,-0.9578588,-0.20548575,0.33412555,0.11163988,-0.08322803122.172455,0.0,92.88415,20.345234,413.92856,93.5555376.988144,-31.996252,4.9216766,13.05817,170.51581,3.6709645
0_27,0.9370967,-1.2097805,-0.18494296,0.3938141,0.15508953,0.037061133.50848,0.0,91.47944,21.537327,463.85645,89.2045764.702614,-27.760878,5.0978003,13.7611265,189.3686,3.413498
0_28,0.98874193,-1.0180433,-0.20780893,0.3525486,0.12429051,-0.1219835125.2406,0.0,92.70284,21.194246,449.1961,93.0227579.58278,-36.899597,5.663933,13.366307,178.65816,4.6112523
0_29,0.9958385,-1.0100018,-0.1849248,0.33294183,0.11085026,-0.06955643126.75134,0.0,92.14305,20.581303,423.59003,90.4279677.741684,-35.220024,5.070417,12.479624,155.74101,3.7178197
0_30,0.9891514,-1.2279184,-0.1985104,0.3794286,0.14396606,-0.08976504131.52396,0.0,91.95658,22.070099,487.08923,90.2171780.99278,-41.0149,5.081785,14.198158,201.5877,3.5107164
0_31,0.98001766,-1.1963202,-0.18306798,0.34085158,0.11617979,-0.028382001130.31828,0.0,91.76975,20.587402,423.84113,90.91543679.39232,-41.12197,4.787581,12.722228,161.85509,2.9634495
0_32,0.9899618,-1.0305556,-0.20290226,0.33148772,0.1098841,-0.07178396126.79529,0.0,90.633286,21.826231,476.3844,93.093263.639275,-38.907795,4.0714755,13.116609,172.04541,1.9309725
0_33,0.9863571,-1.0362924,-0.21627977,0.34855363,0.12148963,-0.13878441128.05089,0.0,92.86816,21.839369,476.958,93.8837275.011475,-37.92301,3.7602355,14.412975,207.73386,2.8998003
0_34,1.004951,-1.1273476,-0.1995318,0.36492628,0.13317119,-0.13848294126.89991,0.0,91.58655,22.110922,488.89285,92.96203677.471634,-48.37152,4.10734,14.496941,210.1613,3.38057
0_35,0.99911577,-1.2138724,-0.21923874,0.381276,0.14537139,-0.11461523133.92874,0.0,92.7379,22.059977,486.64258,92.14078569.58999,-36.651455,5.375891,14.88204,221.47513,4.1394525
0_36,1.0035334,-1.0742185,-0.22058374,0.3580994,0.12823519,-0.14322267125.70519,0.0,92.83424,21.809267,475.64413,93.7746476.37672,-44.46205,4.5113525,14.834367,220.05843,3.6724632
0_37,0.9956144,-1.3219334,-0.23121005,0.4332162,0.1876763,-0.12111081137.82442,0.0,92.31464,23.7659,564.818,91.4810473.363945,-38.13731,5.4247766,16.469578,271.247,4.1280656
0_38,0.98692286,-1.3366941,-0.22484618,0.41924152,0.17576346,0.008074958137.19139,0.0,92.55543,22.382961,500.99692,91.19124660.889942,-40.044052,5.1117682,15.708138,246.74562,2.6039722
0_39,0.9998663,-1.4687842,-0.20608197,0.40250576,0.1620109,-0.0396192136.86497,0.0,92.118866,22.549267,508.46942,89.7998687.79146,-40.412983,4.880926,14.548147,211.64859,3.458664
0_40,0.9800489,-1.2219374,-0.18974209,0.37477672,0.1404576,0.011381226133.04088,0.0,91.92333,21.456518,460.3822,88.88792477.14671,-38.914948,4.7260313,13.582081,184.47292,2.6644228
0_41,0.9951434,-0.8842039,-0.1810619,0.38053116,0.14480396,0.021147966122.296715,0.0,91.68296,21.106218,445.47247,88.058573.3169,-34.02654,5.7096725,12.812009,164.14758,3.481566
0_42,1.006869,-1.1139708,-0.24541649,0.42448848,0.18019047,-0.11890371131.29292,0.0,93.08448,23.63387,558.55975,92.22288579.76244,-38.69698,6.1353283,16.353493,267.4367,4.6468296
0_43,0.99602836,-1.2219889,-0.2471958,0.43664265,0.1906568,-0.09203816135.35399,0.0,93.394325,23.460375,550.3892,91.8007774.41005,-37.01632,6.5673666,16.113691,259.65106,4.5771046
0_44,0.9610033,-1.4150101,-0.21911597,0.42735678,0.18263382,-0.0528465140.51619,0.0,92.32537,22.91408,525.05505,90.0097960.521385,-32.1084,5.3460307,15.837894,250.8389,3.633502
0_45,0.9639076,-1.061512,-0.20626257,0.37176552,0.1382096,-0.0035077217128.94202,0.0,92.54697,21.200312,449.45325,91.3857173.2691,-35.909966,5.1270514,13.6779585,187.08655,3.3495517
0_46,0.97520185,-1.2047135,-0.21385486,0.42079842,0.1770713,0.05625061134.43417,0.0,92.60763,22.410559,502.23315,88.177174.70875,-35.238052,5.7544208,14.524204,210.9525,3.0252838
0_47,1.0009944,-1.4402512,-0.2037706,0.38618782,0.14914104,-0.007020454134.4855,0.0,92.225815,21.444962,459.8864,90.9718386.72418,-34.73151,6.155888,13.181337,173.74767,4.316593
0_48,0.9959149,-0.9267705,-0.16207378,0.29686448,0.08812852,-0.02860136120.69005,0.0,91.61647,19.295744,372.3257,90.9486377.61908,-40.415447,4.5455,10.9253845,119.36402,2.594864
0_49,0.9918247,-1.364812,-0.19129206,0.34675106,0.12023629,-0.013409931134.4932,0.0,92.06262,21.016829,441.7071,91.2448682.363846,-41.87237,3.7598531,13.329993,177.68872,1.9469082
0_50,0.9998271,-1.431314,-0.20835727,0.37780514,0.14273673,-0.121130675140.89038,0.0,91.996185,22.271177,496.00537,93.33526667.667305,-33.682693,3.8315115,15.289525,233.76958,2.9288797
